"1","VVIP","8","8","Ditempah","Tersedia",NULL,NULL,NULL
"2","D1","10","10","Ditempah","Tersedia",NULL,NULL,NULL
"3","D2","10","9","Ditempah","Tersedia",NULL,NULL,"2024-08-25 11:41:49"
"4","P1","10","10","Ditempah","Tersedia",NULL,NULL,NULL
"5","P2","10","1","Ditempah","Tersedia",NULL,NULL,"2024-08-25 11:32:04"
"6","P3","10","1","Terbuka","Tersedia",NULL,NULL,"2024-08-25 12:00:40"
"7","A1","10","10","Ditempah","Tersedia",NULL,NULL,NULL
"8","A2","10","10","Ditempah","Tersedia",NULL,NULL,NULL
"9","A3","10","7","Ditempah","Tersedia",NULL,NULL,"2024-08-25 11:36:17"
"10","MD","10","10","Ditempah","Tersedia",NULL,NULL,NULL
"11","J1","10","0","Ditempah","Penuh",NULL,NULL,"2024-08-25 11:30:31"
"12","J2","10","0","Ditempah","Penuh",NULL,NULL,"2024-08-25 11:26:55"
"13","J3","10","0","Ditempah","Penuh",NULL,NULL,"2024-08-25 12:09:44"
"14","G1","10","10","Ditempah","Tersedia",NULL,NULL,NULL
"15","G2","10","10","Ditempah","Tersedia",NULL,NULL,NULL
"16","G3","10","10","Ditempah","Tersedia",NULL,NULL,NULL
"17","G4","10","10","Ditempah","Tersedia",NULL,NULL,NULL
"18","G5","10","0","Ditempah","Penuh",NULL,NULL,"2024-08-25 11:35:42"
"19","G6","10","10","Ditempah","Tersedia",NULL,NULL,NULL
"20","G7","10","10","Ditempah","Tersedia",NULL,NULL,NULL
"21","G8","10","10","Ditempah","Tersedia",NULL,NULL,NULL
"22","G9","10","10","Ditempah","Tersedia",NULL,NULL,NULL
"23","G10","10","10","Ditempah","Tersedia",NULL,NULL,NULL
"24","PS1","10","10","Ditempah","Tersedia",NULL,NULL,NULL
"25","PS2","10","10","Ditempah","Tersedia",NULL,NULL,NULL
"26","S1","10","10","Terbuka","Tersedia",NULL,NULL,NULL
"27","S2","10","0","Terbuka","Penuh",NULL,NULL,"2024-08-25 11:37:59"
"28","S3","10","10","Terbuka","Tersedia",NULL,NULL,NULL
"29","S4","10","10","Terbuka","Tersedia",NULL,NULL,NULL
"30","S5","10","10","Terbuka","Tersedia",NULL,NULL,NULL
"31","S6","10","10","Terbuka","Tersedia",NULL,NULL,NULL
"32","S7","10","10","Terbuka","Tersedia",NULL,NULL,NULL
"33","S8","10","10","Terbuka","Tersedia",NULL,NULL,NULL
"34","S9","10","10","Terbuka","Tersedia",NULL,NULL,NULL
"35","S10","10","10","Terbuka","Tersedia",NULL,NULL,NULL
"36","S11","10","10","Terbuka","Tersedia",NULL,NULL,NULL
"37","S12","10","10","Terbuka","Tersedia",NULL,NULL,NULL
"38","S13","10","10","Terbuka","Tersedia",NULL,NULL,NULL
"39","S14","10","10","Terbuka","Tersedia",NULL,NULL,NULL
"40","S15","10","10","Terbuka","Tersedia",NULL,NULL,NULL
"41","S16","10","10","Terbuka","Tersedia",NULL,NULL,NULL
"42","S17","10","10","Terbuka","Tersedia",NULL,NULL,NULL
"43","S18","10","10","Terbuka","Tersedia",NULL,NULL,NULL
"44","S19","10","10","Terbuka","Tersedia",NULL,NULL,NULL
"45","S20","10","10","Terbuka","Tersedia",NULL,NULL,NULL
"46","S21","10","10","Terbuka","Tersedia",NULL,NULL,NULL
"47","S22","10","10","Terbuka","Tersedia",NULL,NULL,NULL
"48","S23","10","10","Terbuka","Tersedia",NULL,NULL,NULL
"49","S24","10","10","Terbuka","Tersedia",NULL,NULL,NULL
"50","S25","10","10","Terbuka","Tersedia",NULL,NULL,NULL
"51","S26","10","10","Terbuka","Tersedia",NULL,NULL,NULL
"52","S27","10","10","Terbuka","Tersedia",NULL,NULL,NULL
"53","S28","10","10","Terbuka","Tersedia",NULL,NULL,NULL
"54","S29","10","10","Terbuka","Tersedia",NULL,NULL,NULL
"55","S30","10","10","Terbuka","Tersedia",NULL,NULL,NULL
"56","S31","10","10","Terbuka","Tersedia",NULL,NULL,NULL
"57","S32","10","10","Terbuka","Tersedia",NULL,NULL,NULL
"58","S33","10","10","Terbuka","Tersedia",NULL,NULL,NULL
"59","S34","10","10","Terbuka","Tersedia",NULL,NULL,NULL
"60","S35","10","10","Terbuka","Tersedia",NULL,NULL,NULL
"61","S36","10","10","Terbuka","Tersedia",NULL,NULL,NULL
"62","S37","10","10","Terbuka","Tersedia",NULL,NULL,NULL
"63","S38","10","10","Terbuka","Tersedia",NULL,NULL,NULL
"64","S39","10","10","Terbuka","Tersedia",NULL,NULL,NULL
